0.3,1.0,20000.0,50,1,1.4297120511954924
0.3,1.0,20000.0,50,2,1.0888490274579867
0.3,1.0,20000.0,50,5,1.0027189741564804
0.3,1.0,20000.0,50,10,1.0001496052427805
0.5,1.0,20000.0,50,1,1.9849427440292577
0.5,1.0,20000.0,50,2,1.274223274979761
0.5,1.0,20000.0,50,5,1.0368434410281904
0.5,1.0,20000.0,50,10,1.0048885554183047
0.7,1.0,20000.0,50,1,3.09890497070175
0.7,1.0,20000.0,50,2,1.6137191430493778
0.7,1.0,20000.0,50,5,1.1855964805489962
0.7,1.0,20000.0,50,10,1.0502593174589439
0.9,1.0,20000.0,50,1,5.373645229712649
0.9,1.0,20000.0,50,2,2.67428465915337
0.9,1.0,20000.0,50,5,1.7072410386809571
0.9,1.0,20000.0,50,10,1.434862031049474
